name,u_star_2d,wsc,dir_metmast_60m,T_10m,wsp_metmast_10m,wsp_metmast_40m,wsp_metmast_60m,wsp_metmast_80m,wsp_metmast_100m
200801030000,0.481,-0.005,99.5421,2.55667,7.66389,9.18374,9.63143,10.0967,10.5549
200801030010,0.375,-0.0052,95.0236,2.47426,6.56322,7.89887,8.44072,9.01757,9.44639
200801030020,0.297,-0.0042,93.1562,2.41792,6.01394,7.18007,7.76869,8.25522,8.73267
200801030030,0.37,-0.0083,88.0047,2.36744,5.51697,7.09093,7.53089,8.03895,8.69118
200801030040,0.383,-0.0055,87.2996,2.46839,6.60379,7.87672,8.45296,8.969,9.41675
200801030050,0.282,-0.0049,84.6315,2.6056,5.83441,7.01096,7.65083,8.31954,8.9463
200801030100,0.449,-0.0118,83.826,2.66708,6.96998,8.68105,9.69967,10.2627,10.6543
200801030110,0.496,-0.0086,84.9631,2.67576,8.47156,10.2126,10.687,11.1283,11.7233
200801030120,0.635,-0.0094,84.9126,2.6382,8.2803,10.1828,10.8614,11.5714,12.1713
200801030130,0.622,-0.0082,87.7707,2.62415,8.61748,10.6673,11.5244,11.9505,12.6516
200801030140,0.66,-0.006,91.8535,2.52831,9.99521,11.9351,12.4469,13.0041,13.6696
200801030150,0.505,-0.0033,91.4517,2.51849,9.07839,10.7703,11.6072,12.1418,12.7237
200801030200,0.519,-0.0027,91.6732,2.46218,8.72397,10.5099,11.0956,11.5099,11.8121
200801030210,0.526,-0.0085,90.4288,2.47392,7.74334,9.58168,10.2855,10.8802,11.3845
200801030220,0.566,-0.0067,92.3461,2.46386,8.36738,10.0297,10.5084,10.9188,11.3926
200801030230,0.391,-0.0047,88.7462,2.41106,7.32804,9.4046,9.90427,10.5218,11.1443
200801030240,0.497,-0.0052,89.8162,2.34816,8.34832,10.004,10.316,10.7123,11.1637
200801030250,0.34,-0.0036,89.8195,2.28414,7.69268,9.32779,9.76565,10.2185,10.7792
200801030300,0.437,-0.0048,84.4001,2.20282,7.01269,8.37438,8.85035,9.40267,9.93028
200801030310,0.437,-0.0035,86.6382,2.13083,7.80429,9.56623,9.98654,10.3629,10.7058
200801030320,0.491,-0.0057,87.4609,2.04837,7.86894,9.79357,10.3036,10.8093,11.173
200801030330,0.57,-0.0054,82.284,1.96277,8.04334,9.67922,10.3534,10.8595,11.3692
200801030340,0.507,-0.0039,83.9827,1.93208,8.35514,9.99147,10.6792,11.2542,11.6964
200801030350,0.531,-0.0025,82.013,1.8825,7.48894,9.46801,10.1129,10.715,11.2126
200801030400,0.467,-0.0035,82.3702,1.88597,8.81236,10.9884,11.6913,12.0534,12.4467
200801030410,0.631,-0.0013,84.7316,1.85143,9.90813,11.6466,12.0824,12.4517,12.8888
200801030420,0.539,-0.0029,83.7324,1.84303,9.01859,10.6264,11.2391,11.7807,12.2243
200801030430,0.549,-0.0035,82.2516,1.87093,9.02876,11.3339,12.1801,12.6101,13.1745
200801030440,0.557,-0.0045,84.6332,1.88538,9.89138,11.6786,12.2389,12.6526,12.8194
200801030450,0.548,-0.0044,85.0976,1.88219,9.03742,11.1357,11.6502,12.2248,12.8809
200801030500,0.559,-0.0035,84.6294,1.86134,9.36902,11.4965,12.3241,12.7785,13.4115
200801030510,0.714,-0.0041,85.4835,1.8781,9.42462,11.5976,12.0126,12.3789,12.623
200801030520,0.592,-0.0032,83.6998,1.85547,9.49179,11.4543,12.1112,12.2836,12.6843
200801030530,0.65,-0.0016,87.2433,1.79461,10.3464,12.3824,13.0118,13.3109,13.7117
200801030540,0.536,-0.0004,88.1263,1.76258,9.35243,11.1319,11.8266,12.4124,12.7998
200801030550,0.565,-0.0024,86.8641,1.7642,10.4281,12.5861,13.2748,13.5072,13.8104
200801030600,0.525,-0.0014,85.9127,1.76522,9.6858,11.449,11.9915,12.4626,13.0903
200801030610,0.557,-0.0017,84.218,1.80452,9.98593,12.0307,12.6076,13.0393,13.5389
200801030620,0.589,-0.0035,85.234,1.82116,9.75918,11.6503,12.3541,12.8339,13.5113
200801030630,0.471,-0.0022,85.6155,1.76584,9.31463,11.4682,12.0821,12.5814,13.0525
200801030640,0.539,-0.0041,85.9853,1.74057,8.57848,10.3075,11.0102,11.4144,11.9406
200801030650,0.675,-0.0006,85.0557,1.77431,9.39998,11.5324,12.2444,12.9016,13.2667
200801030700,0.571,-0.0037,84.1933,1.78651,9.45652,11.5831,12.0374,12.2081,12.6466
200801030710,0.697,-0.0013,84.306,1.75934,10.7821,12.9762,13.5987,14.1822,14.6518
200801030720,0.607,-0.0007,86.342,1.71677,10.4785,12.3939,13.0606,13.5128,13.8734
200801030730,0.742,0.0041,87.0692,1.62251,10.7525,12.9338,13.481,13.737,13.9966
200801030740,0.518,0.,86.0652,1.55179,9.91918,11.8654,12.582,12.9492,13.35
200801030750,0.631,-0.0042,86.3106,1.45188,9.26674,11.1424,11.9851,12.7133,13.4647
200801030800,0.636,0.0025,87.0013,1.32418,9.55531,11.5112,12.2208,12.7187,13.2187
200801030810,0.539,0.0002,88.5976,1.29975,9.60197,11.7657,12.4302,13.0166,13.3321
200801030820,0.545,0.0011,88.9285,1.39007,9.32894,11.3729,12.0635,12.6423,13.112
200801030830,0.594,-0.0013,89.7287,1.46424,10.1711,12.3926,13.049,13.5966,14.0361
200801030840,0.54,-0.0056,89.55,1.58568,9.04694,10.8858,11.4633,12.0446,12.7088
200801030850,0.642,-0.0065,87.4003,1.70665,9.12717,11.2362,11.8091,12.3245,12.7811
200801030900,0.584,-0.0033,87.8749,1.71867,9.31411,11.3515,12.0289,12.3862,12.8349
200801030910,0.645,-0.0037,91.6877,1.70604,9.92448,11.7788,12.6701,13.2692,13.8446
200801030920,0.43,-0.0041,98.0205,1.69855,8.87048,10.7264,11.3709,12.0164,12.6284
200801030930,0.527,-0.0018,104.943,1.59771,9.38632,11.3515,11.9848,12.4748,12.9505
200801030940,0.636,0.0016,104.141,1.53526,10.2722,12.0636,12.7207,13.1231,13.4939
200801030950,0.553,0.001,104.301,1.51291,9.81023,11.5469,12.1088,12.7557,13.3175
200801031000,0.591,0.0019,104.216,1.40307,10.675,13.1165,13.8567,14.4684,15.0273
200801031010,0.666,0.0101,103.915,1.24546,11.1348,13.2849,13.868,14.4196,14.8336
200801031020,0.601,0.0077,103.038,1.12304,10.2673,12.7068,13.448,13.7762,14.1791
200801031030,0.62,0.0071,103.139,1.11285,9.95477,11.6651,12.308,12.8578,13.1963
200801031040,0.697,0.0087,103.88,1.10302,9.86574,11.6095,12.2754,12.7841,13.3589
200801031050,0.709,0.0119,102.156,1.05846,9.8459,11.8896,12.6044,13.1209,13.7984
200801031100,0.621,0.0123,102.635,0.976108,11.9871,14.1587,14.6641,14.9685,15.2739
200801031110,0.827,0.0219,102.345,0.945095,11.6399,14.0184,14.9765,15.3498,16.1276
200801031120,0.759,0.0148,100.161,0.918414,11.4331,13.1272,13.8497,14.3863,14.81
200801031130,0.604,0.0113,100.911,0.862357,10.7317,12.6143,13.2533,13.8871,14.3979
200801031140,0.638,0.0101,104.465,0.785336,10.7419,12.5477,13.1852,13.506,13.6151
200801031150,0.872,0.0275,103.593,0.624258,12.4984,14.5027,15.0522,15.4719,15.941
200801031200,0.908,0.0406,102.91,0.496098,12.4189,14.8831,15.5354,16.0331,16.3978
200801031210,0.858,0.0416,104.492,0.293915,13.2133,15.2019,15.7674,16.2557,16.6556
200801031220,0.769,0.0312,105.184,0.311998,12.3572,14.5874,14.8296,15.1916,15.5546
200801031230,0.859,0.0447,104,0.268976,11.4501,13.7647,14.5558,15.0561,15.422
200801031240,0.681,0.0335,105.704,0.130352,12.7389,15.0206,15.4577,15.8994,16.2405
200801031250,0.773,0.0334,101.908,0.177982,11.525,13.4529,13.8052,14.2131,14.5517
200801031300,0.655,0.0241,101.843,0.0491617,11.153,13.2529,13.8909,14.1707,14.43
200801031310,0.761,0.027,101.201,-0.0349375,11.1955,13.5325,14.0486,14.3296,14.7059
200801031320,0.705,0.0265,96.7112,-0.039575,11.501,13.732,14.25,14.5976,14.9118
200801031330,0.692,0.0327,99.9399,-0.149579,11.5761,13.7986,14.4074,14.8432,15.2966
200801031340,0.623,0.025,98.0124,-0.0707225,11.0753,13.1357,13.6283,14.0517,14.7938
200801031350,0.755,0.0346,98.4012,-0.0782708,11.5379,13.7507,14.5593,15.1741,15.6192
200801031400,0.765,0.0309,98.4676,-0.0169817,11.1505,12.9347,13.5024,13.989,14.5471
200801031410,0.816,0.0375,97.5935,-0.0772142,11.3106,13.5654,14.3737,14.9981,15.7138
200801031420,0.705,0.0291,93.9663,-0.0687675,10.3,11.9988,12.6498,13.2618,13.8379
200801031430,0.606,0.0246,92.6481,-0.15734,10.679,12.4987,13.1127,13.5842,14.0346
200801031440,0.594,0.0221,93.3949,-0.238193,11.2033,13.3225,13.9884,14.3664,14.8387
200801031450,0.793,0.034,93.6103,-0.191435,10.3294,12.0824,12.6501,13.1762,13.5427
200801031500,0.641,0.0259,93.5241,-0.241401,11.4784,13.5615,14.089,14.3812,14.6063
200801031510,0.692,0.0299,92.9511,-0.273768,10.5072,12.6346,13.1335,13.597,14.1504
200801031520,0.691,0.0278,92.9296,-0.334105,11.1319,13.1186,13.7982,14.3779,14.8627
200801031530,0.715,0.0318,93.0177,-0.366657,11.3269,13.4706,14.2532,14.8641,15.375
200801031540,0.606,0.0228,93.531,-0.378768,11.4235,13.6224,14.3802,14.9043,15.2709
200801031550,0.687,0.026,92.996,-0.325727,10.211,12.1884,12.7995,13.5091,14.111
200801031600,0.75,0.0301,93.5848,-0.310822,11.0562,12.994,13.4617,13.9475,14.2694
200801031610,0.649,0.0219,93.6621,-0.227055,10.5527,12.278,12.872,13.4483,13.968
200801031620,0.776,0.0262,95.4869,-0.187436,10.4265,12.2741,12.9457,13.2565,13.7966
200801031630,0.766,0.0264,94.9701,-0.173168,11.3408,13.2787,13.9505,14.5129,15.0795
200801031640,0.723,0.0272,96.9927,-0.139062,12.1686,14.3518,14.9352,15.5334,16.0972
200801031650,0.641,0.0164,98.1507,-0.0343575,11.2761,13.1611,13.8577,14.2781,14.7796
200801031700,0.75,0.0206,97.6116,-0.0112625,11.7522,13.8546,14.5496,14.9416,15.4498
200801031710,0.733,0.0212,99.0003,0.0000783333,11.9786,14.1644,15.1021,15.6819,16.2718
200801031720,0.637,0.0152,99.8429,0.030005,11.1111,13.3523,14.0615,14.513,15.1838
200801031730,0.756,0.0262,99.5603,-0.00167417,12.3872,14.8314,15.5342,16.2126,16.7351
200801031740,0.675,0.0219,100.209,0.00891583,12.4197,14.9103,15.7026,16.4454,17.1461
200801031750,0.833,0.0305,98.7586,0.0208783,12.1767,14.3287,15.1195,15.8031,16.3778
200801031800,0.821,0.0273,100.861,-0.0091525,12.5868,14.6806,15.462,16.2057,16.6802
200801031810,0.859,0.0365,102.388,-0.0958483,12.9076,15.3713,16.1854,16.9537,17.3874
200801031820,0.825,0.0334,104.001,-0.116861,13.0919,15.4659,16.0852,16.4756,16.8906
200801031830,0.736,0.0318,112.259,-0.214656,13.5698,16.0091,16.8165,17.5339,17.9349
200801031840,0.852,0.0385,111.897,-0.281,12.703,15.2312,15.9106,16.3302,16.821
200801031850,0.732,0.0233,112.497,-0.276596,11.6448,13.6294,14.4131,14.9546,15.753
200801031900,0.631,0.0188,110.608,-0.253287,11.0725,13.2443,14.0394,14.7147,15.1943
200801031910,0.658,0.0164,110.087,-0.190238,10.575,12.6884,13.099,13.5193,14.1933
200801031920,0.681,0.0221,111.355,-0.180896,11.598,13.769,14.4894,14.974,15.5649
200801031930,0.713,0.0217,111.258,-0.176281,11.2246,13.316,13.7055,14.041,14.3878
200801031940,0.65,0.0119,113.384,-0.115037,9.26404,11.118,11.61,12.453,13.0555
200801031950,0.721,0.0221,110.204,-0.166163,11.6719,13.387,14.2401,14.9842,15.4515
200801032000,0.703,0.0202,110.871,-0.155689,11.1405,13.674,14.4498,15.2269,15.8227
200801032010,0.844,0.0354,112.126,-0.254957,11.7536,13.8419,14.372,14.7653,15.0514
200801032020,0.815,0.0329,108.935,-0.430797,12.6758,15.0543,15.3767,15.8752,16.4681
200801032030,0.808,0.0327,102.707,-0.457977,12.7496,15.2491,15.7772,16.2142,16.5793
200801032040,0.633,0.0132,98.4677,-0.301405,10.729,12.8165,13.5122,13.9362,14.3603
200801032050,0.659,0.0177,99.9016,-0.226773,10.1275,12.1008,12.7878,13.3397,13.5974
200801032100,0.622,0.0143,104.013,-0.179945,10.1069,11.829,12.3995,12.781,13.2758
200801032110,0.573,0.0105,101.442,-0.161512,10.139,11.8566,12.374,12.691,13.1217
200801032120,0.568,0.0088,97.147,-0.1624,9.52206,11.3016,11.9296,12.5519,13.031
200801032130,0.6,0.014,99.9156,-0.125528,9.52045,11.2868,11.816,12.2163,12.6182
200801032140,0.396,0.0049,101.265,-0.0443908,8.66823,10.2849,11.0113,11.628,12.2132
200801032150,0.462,0.0026,102.637,0.0917358,8.61685,10.4273,11.1652,11.721,12.2296
200801032200,0.6,0.0108,105.963,0.290148,8.80528,10.2942,10.9082,11.5178,12.1147
200801032210,0.639,0.0052,106.545,0.435936,9.65496,11.6857,12.5236,13.1004,13.5928
200801032220,0.604,0.0045,106.898,0.564164,9.62146,11.4321,11.9628,12.4602,12.9789
200801032230,0.549,0.0001,107.66,0.679879,9.59073,11.3445,11.8107,12.1321,12.3634
200801032240,0.635,0.0042,100.02,0.870313,9.63498,11.6843,12.339,12.8263,13.338
200801032250,0.544,-0.0053,98.7611,1.07706,9.11212,10.8243,11.5454,12.2799,12.9932
200801032300,0.477,-0.003,99.0467,1.27454,10.3525,12.0208,12.6903,13.4906,13.9674
200801032310,0.71,-0.0027,101.323,1.42854,10.3262,12.1926,12.9776,13.5791,14.2109
200801032320,0.61,-0.004,103.839,1.52793,9.82373,11.8152,12.413,12.9588,13.5748
200801032330,0.641,-0.009,105.455,1.613,9.85875,11.5901,12.2137,12.5972,13.0519
200801032340,0.586,-0.0105,105.555,1.69379,9.5975,11.2595,11.8714,12.3995,13.012
200801032350,0.598,-0.0066,107.216,1.78481,9.72288,11.4545,12.1191,12.6013,12.9635
200801040000,0.695,-0.0093,109.489,1.85734,9.88637,11.8074,12.4833,13.0574,13.5906
200801040010,0.598,-0.01,107.677,1.93705,9.45973,11.0553,11.8272,12.2598,12.859
200801040020,0.578,-0.0102,106.153,1.98348,7.84662,9.69376,10.3516,10.9689,11.4027
200801040030,0.501,-0.0128,107.005,2.03301,8.6391,10.0685,10.5692,11.3503,12.0425
200801040040,0.447,-0.0081,109.069,2.09594,8.70538,10.403,11.2989,11.8472,12.3121
200801040050,0.592,-0.0112,108.209,2.1611,8.70447,10.2236,10.7726,11.4186,12.0682
200801040100,0.579,-0.0155,104.507,2.25337,8.753,10.4215,10.7529,11.4009,11.9268
200801040110,0.627,-0.0095,103.787,2.32796,9.81212,11.735,12.5139,13.2733,13.7848
200801040120,0.611,-0.0052,105.074,2.43371,11.4068,13.3587,13.8929,14.3842,14.9563
200801040130,0.723,-0.0134,106.791,2.50271,10.5617,12.8534,13.705,14.0906,14.5901
200801040140,0.727,-0.011,110.865,2.52968,11.546,13.7692,14.3604,14.8991,15.2929
200801040150,0.558,-0.007,105.314,2.52598,9.73205,12.226,12.8049,13.496,13.9005
200801040200,0.609,-0.007,101.151,2.28652,10.6175,12.8066,13.3539,13.8407,14.4974
200801040210,0.757,-0.0044,101.757,2.18847,10.6652,12.5048,13.333,13.9505,14.4805
200801040220,0.791,-0.0009,101.555,2.09328,11.4651,13.4551,14.0104,14.4552,15.069
200801040230,0.71,-0.0018,103.564,2.02077,11.3763,13.4212,14.0022,14.336,14.8625
200801040240,0.66,-0.0076,102.688,1.96798,10.7268,12.6442,13.6199,14.344,14.8786
200801040250,0.618,-0.0071,105.044,1.94371,9.61673,11.7917,12.4785,13.1439,13.6238
200801040300,0.627,-0.0062,106.812,1.94505,8.93264,11.134,11.6893,12.1731,12.5954
200801040310,0.623,-0.007,112.229,1.91156,11.2448,12.8499,13.5269,14.3286,14.917
200801040320,0.721,0.0081,114.184,1.65186,12.9055,15.3225,16.0132,16.5157,16.9559
200801040330,0.8,0.0109,111.929,1.46991,13.1549,16.0311,16.7976,17.48,17.9457
200801040340,0.841,0.0086,113.745,1.42226,12.3271,14.3609,15.0111,15.5804,15.9305
200801040350,0.763,0.0095,111.113,1.4233,11.8732,13.647,14.2643,14.7626,15.2026
200801040400,0.777,0.0075,111.41,1.38453,11.2367,13.3581,13.8636,14.3674,14.9336
200801040410,0.741,0.0065,109.776,1.33145,11.1641,13.5315,14.1303,14.7214,15.1378
200801040420,0.752,0.0098,111.035,1.33327,11.6286,13.6532,14.4074,15.1138,15.8063
200801040430,0.694,0.0041,111.601,1.36794,11.6987,13.988,14.7939,15.3609,15.7518
200801040440,0.774,0.005,111.601,1.42967,10.8131,13.2417,14.1946,14.7772,15.3219
200801040450,0.689,0.0056,113.624,1.45153,10.8589,13.2489,13.9361,14.5682,14.8591
200801040500,0.812,0.0044,112.098,1.46083,11.3065,13.7428,14.3449,14.9492,15.3637
200801040510,0.75,0.0096,114.073,1.45042,11.8795,14.5394,15.2506,15.5623,15.8692
200801040520,0.698,0.0079,114.147,1.44333,12.7518,14.9601,15.5133,16.0678,16.5921
200801040530,0.547,0.004,113.746,1.45541,11.6629,13.9946,14.6718,15.1264,15.6016
200801040540,0.691,0.0058,114.48,1.44687,12.1219,14.4669,14.9298,15.5248,16.0196
200801040550,0.82,0.0063,114.455,1.4621,11.1155,12.9673,13.7884,14.6209,15.0351
200801040600,0.69,0.0033,112.705,1.44245,11.1125,13.4849,14.1774,14.7309,15.3078
200801040610,0.81,0.0042,114.518,1.45741,10.8176,13.148,13.8698,14.564,15.2397
200801040620,0.683,0.0056,112.376,1.48321,10.9903,13.076,13.5637,14.1813,14.6641
200801040630,0.736,0.0027,113.816,1.47688,11.0892,13.4076,14.0943,14.8016,15.5431
200801040640,0.718,0.0024,113.763,1.49052,10.9405,13.1638,13.7852,14.3921,14.9305
200801040650,0.68,0.0046,112.007,1.48448,11.6292,13.6769,14.4255,15.0025,15.5852
200801040700,0.768,0.0034,111.883,1.49961,12.2342,14.3389,14.9913,15.9578,16.498
200801040710,0.735,0.0033,112.602,1.54641,11.8626,13.7218,14.3444,14.8477,15.4135
200801040720,0.798,0.0053,111.597,1.5477,11.2893,13.0567,13.5428,13.9988,14.5045
200801040730,0.793,0.0069,110.712,1.51188,11.9708,14.0362,14.8815,15.7896,16.2986
200801040740,0.87,0.0108,112.146,1.50883,12.2261,14.3904,15.2066,15.9187,16.4152
200801040750,0.75,0.0068,111.714,1.51181,11.933,14.1237,14.639,15.1197,15.714
200801040800,0.629,0.0045,111.596,1.47545,12.4922,14.9133,15.7019,16.2371,16.8087
200801040810,0.743,0.0072,112.772,1.48492,12.5584,14.9779,15.7855,16.3926,16.8637
200801040820,0.876,0.0039,112.65,1.48316,12.2515,14.6025,15.5397,16.2271,16.9981
200801040830,0.699,0.002,112.696,1.52106,10.6143,12.8471,13.5726,14.2809,15.1302
200801040840,0.801,0.0079,111.585,1.48179,11.4943,13.7815,14.5688,15.3177,15.839
200801040850,0.717,0.0073,111.717,1.4149,12.5174,14.8344,15.9495,16.6867,17.5405
200801040900,0.913,0.0117,113.541,1.4176,11.6242,14.183,14.8876,15.4023,15.9548
200801040910,0.806,0.0112,115.295,1.42232,12.7323,14.7466,15.5008,15.9397,16.2341
200801040920,0.786,0.0032,113.868,1.43386,11.4007,13.7828,14.4934,14.885,15.4564
200801040930,0.81,0.0061,113.122,1.41187,11.8261,14.1689,15.1825,15.8365,16.3351
200801040940,0.915,0.0143,114.177,1.41322,11.1117,13.7148,14.6004,15.1644,15.6078
200801040950,0.715,0.0084,115.55,1.3789,12.1546,14.6823,15.4995,16.3121,16.9698
200801041000,0.752,0.0161,115.701,1.35387,12.7781,15.1682,15.9462,16.3748,16.7547
200801041010,0.732,0.0113,117.136,1.38028,12.4437,14.7852,15.5947,16.1903,16.7785
200801041020,0.841,0.0207,115.8,1.36133,13.1642,15.7116,16.5646,17.1631,17.637
200801041030,0.836,0.0233,115.878,1.36618,12.4396,15.3425,16.1023,16.4597,16.7808
200801041040,0.866,0.0176,113.866,1.347,12.3933,15.0621,16.1018,16.6769,16.9929
200801041050,0.741,0.0261,114.915,1.29499,13.7651,16.6308,17.2847,17.7894,18.2976
200801041100,0.836,0.0241,114.635,1.31057,13.0274,15.3428,15.9466,16.384,16.8767
200801041110,0.911,0.0304,116.448,1.29458,12.8771,15.3947,16.2013,16.8013,17.2634
200801041120,0.827,0.0296,116.374,1.22873,14.0647,16.6055,17.3705,17.7775,18.0368
200801041130,0.774,0.0229,116.095,1.2762,12.5386,15.135,15.8488,16.2675,16.7575
200801041140,0.79,0.0274,114.597,1.23041,13.0206,15.4656,16.0811,16.4405,16.9425
200801041150,0.743,0.0228,117.422,1.23176,12.7158,15.1368,15.8026,16.2999,16.6507
200801041200,0.773,0.0175,117.026,1.29935,11.3471,13.5699,14.377,14.8211,15.1156
200801041210,0.795,0.0229,117.544,1.24465,12.3302,14.5743,15.399,16.0958,16.8843
200801041220,0.763,0.0246,118.294,1.21795,12.7632,15.5593,16.392,16.8942,17.2949
200801041230,0.646,0.0121,118.266,1.23497,11.2899,13.5614,14.2132,14.7085,15.0493
200801041240,0.648,0.0123,117.465,1.21166,11.0512,12.949,13.5595,14.2636,14.8603
200801041250,0.768,0.0261,112.83,1.09605,12.4377,14.8041,15.5457,16.042,16.6062
200801041300,0.91,0.0383,113.842,1.04078,13.5759,16.0648,16.7268,17.3717,17.9338
200801041310,0.85,0.028,118.238,1.11035,11.9465,14.32,15.015,15.4647,15.9667
200801041320,0.691,0.021,119.282,1.11427,11.5218,13.8304,14.6126,15.447,16.0707
200801041330,0.842,0.0271,117.483,1.03329,12.9453,15.5311,16.2568,16.6487,17.1046
200801041340,0.846,0.0296,116.854,1.0198,12.591,14.871,15.6099,16.4105,16.8959
200801041350,0.864,0.0323,116.372,0.902344,13.7496,16.3663,17.1506,17.8064,18.3233
200801041400,0.785,0.033,115.914,0.910616,13.548,16.1569,16.852,17.4137,17.9153
200801041410,0.872,0.034,113.532,0.984926,12.8707,15.6272,16.4716,16.8702,17.3691
200801041420,0.807,0.0335,112.882,1.00377,12.1866,14.3794,15.1073,15.7134,16.3113
200801041430,0.903,0.0427,114.969,0.927312,13.494,16.4517,17.5017,18.2542,18.7847
200801041440,0.782,0.0236,119.173,1.03271,12.265,14.6282,15.2221,15.977,16.7268
200801041450,0.923,0.0324,119.676,0.988023,12.656,15.2576,16.0775,16.8049,17.3022
200801041500,0.804,0.0191,120.907,0.997675,12.3353,14.909,15.8207,16.561,17.0249
200801041510,0.822,0.0177,120.271,0.991177,12.5214,15.0214,15.9964,16.495,16.9091
200801041520,0.685,0.01,118.449,1.03363,11.3132,13.3291,14.0249,14.6346,14.9658
200801041530,0.655,0.01,118.483,1.00773,10.8866,12.8934,13.5715,13.9537,14.3229
200801041540,0.634,0.009,118.139,0.980299,10.3606,12.5266,13.243,13.7732,14.2153
200801041550,0.709,0.01,118.767,0.971991,10.8533,12.7575,13.5002,13.95,14.2943
200801041600,0.686,0.0127,119.726,0.927881,11.7647,14.03,14.7397,15.238,15.4839
200801041610,0.73,0.01,119.961,0.975632,10.5065,12.8871,13.5703,14.3109,14.9251
200801041620,0.71,0.0101,120.876,0.972037,10.4021,12.6126,13.4667,13.8538,14.3375
200801041630,0.812,0.0146,120.804,0.966303,11.4861,13.7108,14.438,14.9724,15.4197
200801041640,0.622,0.0074,120.211,0.969236,11.578,13.2856,13.9667,14.4867,14.7392
200801041650,0.637,0.0085,119.88,0.956255,11.6454,13.7728,14.5244,15.1691,15.7119
200801041700,0.714,0.0112,121.077,0.955752,11.8443,14.1452,15.0335,15.6141,16.1792
200801041710,0.893,0.0113,120.368,0.894262,11.8325,14.2345,14.8425,15.3984,15.9185
200801041720,0.715,0.0051,117.852,0.849827,11.9659,14.3136,14.9902,15.6343,16.035
200801041730,0.661,0.0044,118.688,0.90353,10.6756,12.9966,13.5535,14.1896,14.7897
200801041740,0.758,0.0092,120.065,0.853285,11.5591,13.9635,14.4947,15.0872,15.5701
200801041750,0.718,-0.0001,121.133,0.773328,10.6949,13.0449,13.8047,14.4595,15.0161
200801041800,0.758,0.0047,119.598,0.695247,10.4498,12.7781,13.4021,13.8401,14.2393
200801041810,0.539,-0.0012,120.643,0.720203,10.1319,12.2687,13.1823,13.8771,14.5227
200801041820,0.627,-0.0004,123.172,0.809793,10.2242,12.3806,13.2545,14.0151,14.5433
200801041830,0.814,0.0105,123.007,0.777941,13.4958,16.2443,17.1326,17.9201,18.4267
200801041840,0.693,0.,125.432,0.860185,11.0507,13.4267,14.4768,15.448,15.9684
200801041850,0.834,0.0058,123.967,0.876276,10.8829,13.2164,13.9079,14.5241,15.0738
200801041900,0.681,0.0038,125.002,0.843713,10.2973,12.6729,13.4079,13.8692,14.2449
200801041910,0.805,0.0053,125.89,0.771105,11.736,14.6401,15.4368,15.9936,16.5101
200801041920,0.754,0.0014,128.06,0.797487,10.8402,13.7649,14.561,15.2926,15.9312
200801041930,0.851,0.0125,126.404,0.68748,13.0774,15.823,16.7837,17.6447,18.1341
200801041940,0.855,0.0139,124.532,0.593357,13.3728,16.5972,17.2903,17.9187,18.4719
200801041950,0.807,0.0145,122.805,0.57857,12.6793,15.0892,16.1679,17.0613,17.7752
200801042000,0.824,0.022,120.691,0.512205,13.9989,17.0475,17.886,18.3677,19.0325
